STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,CHAPTER,Chapter,TIME_PERIOD,Time period,OBS_VALUE,Observation value,ADJUSTMENT,Adjustment,COUNTERPART_AREA,Counterpart area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,CONSOLIDATION,Consolidation status,ACCOUNTING_ENTRY,Accounting entry,TRANSACTION,Transaction,INSTR_ASSET,Instruments and assets,MATURITY,Original and residual maturity,PRODUCT,Product,PENSION_FUNDTYPE,Pension fund type,CURRENCY_DENOM,Currency of denomination,VALUATION,Valuation,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,REF_YEAR_PRICE,Price reference year,BASE_PER,Base period,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,ITA,Italy,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2023,,3523.07646595856,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,ITA,Italy,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2006,,1895.69239595513,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,ITA,Italy,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2005,,1753.01707680583,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,ITA,Italy,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2004,,1710.83462680791,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,ITA,Italy,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2003,,1679.09320457415,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,LVA,Latvia,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2023,,77.4478995874705,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,JPN,Japan,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2005,,4110.44048561126,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,JPN,Japan,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2004,,3938.95576552457,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,EST,Estonia,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2017,,45.4585158117874,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,TUR,Türkiye,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2001,,595.8958673525,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,USA,United States,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2022,,25744.108,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,USA,United States,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2021,,23594.031,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,USA,United States,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2020,,21322.95,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,USA,United States,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2019,,21521.395,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,USA,United States,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2018,,20656.516,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,USA,United States,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2017,,19612.102,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,USA,United States,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2016,,18804.913,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,USA,United States,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2015,,18295.019,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,USA,United States,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2014,,17608.138,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,USA,United States,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2013,,16880.683,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,SVN,Slovenia,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2006,,51.3286786385754,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,SVN,Slovenia,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2005,,47.3759683428874,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,SVN,Slovenia,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2004,,45.1141010691496,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,GBR,United Kingdom,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2007,,2178.37549813809,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,GBR,United Kingdom,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2006,,2113.50438804662,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,GBR,United Kingdom,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2005,,1976.69786759942,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,GBR,United Kingdom,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2004,,1922.94136094608,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,GBR,United Kingdom,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2003,,1808.36801982554,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,GBR,United Kingdom,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2002,,1727.0321294243,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,GBR,United Kingdom,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2001,,1650.35689343103,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,GBR,United Kingdom,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2000,,1562.40865710023,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,GBR,United Kingdom,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2023,,4075.44763400492,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,GBR,United Kingdom,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2022,,3879.31563764975,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,GBR,United Kingdom,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2021,,3543.8290626438,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,SVN,Slovenia,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2017,,74.7619369415204,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,SVN,Slovenia,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2016,,69.3341551477295,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,SVN,Slovenia,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2015,,64.6632688699374,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,SVN,Slovenia,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2014,,63.0388222840385,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,SVN,Slovenia,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2013,,61.0448047562489,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,SVN,Slovenia,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2012,,59.218809634133,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,SVN,Slovenia,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2011,,58.9486551263299,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,SVN,Slovenia,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2010,,56.5050354217402,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,SVN,Slovenia,B1GQ,Gross domestic product,USD_PPP,"US dollars, PPP converted",NAAG_I,Part I: GDP,2009,,55.5084643254612,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ,Gross domestic product,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,9,Billions,_Z,Not applicable
